text,label
"I really like this app - its a lovely interface, simple to use and very useful to have both tasks and notes with the calendar. Is there any possibility of adding a folder/tag/category function to the notes?  It would be so helpful - I make notes on a varietu of things as I go along, and its really useful to be able to store them by day, but it would also be great to be able to sort them by tags or folders. Anyway - just a suggestion. Otherwise a lovely app. Thanks :-)",2
Off to dinner with  & his fam.,2
He`s awesome... Have you worked with him before? He`s a good friend.,2
"The basic app is fine. Not great, but fine. However the premium is far too pricey. £27 a year for the ability to set a duration on tasks? That's crazy.",0
hey Mr Danger!!!,1
god you guys...i`ll call you guys...three way. to discuss.,1
haha calm down. Youll get ur shades. I`m still sick tho. So I`ll prolly knockout after,0
"Whew, the first night and day of summer were.....very sad  But, I have Jess`s grad party to go to tonight!!!",1
"not sure I like this way to learn a new language  I prefer to be 'on location', so I can practice, ask Qs and get answers",1
is having a lazy sunday,1
"Love it! Would like to see a few more details in the graphs. It would be handy if you could scroll through the weeks smoothly instead of one week at a time. The dark version of the app should be the standard imo, it looks cooler ánd it saves power! I'd love to have a timer as an option to measure the amount of time spent on a habit. Thinking of meditation, breathing exercises.",2
How can AnyDo send reminders to someone on WhatsApp when the task is due? I want the person to whom task is assigned shud also get a reminder before it's due How can I do this?,1
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",2
Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls...,1
Purchased app palette. When I try to use it app stops every time.,0
Good but needs to increase responsiveness to fingerprint ( takes time to unlock ),2
"Very motivational, but what's with the subscription fee!? Fifteen dollars a year??",1
"We need an option to send and link a task with other people, i.e sending it to them via email. This then should automatically update on your account when the other person makes changed to that specific task.",1
"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",0
"I`m  yaoo, not  sonnnny",1
all the photos  niceeeee,2
"Certainly not Cheers than, huh?",1
Can`t believe ER is over,1
"Super good! But the Any.do Moment no longer pops up on my new Pixel 3a, which is the only reason I use this. It is enabled but only shows up in notifications, no popup. How do I get this working again?",2
"It's a To do list, why do I have to buy the premium to get "" reminder "" ?",0
"Just overall a great app if you want to become more concious about your daily habits. And, of course it's very helpful to create new habits / erase unwanted ones ;-) The paid version is gonna be a necessary upgrade if you want to keep track of lots of things, but it's totally worth it!",2
"Possibly, yes.",2
Dangit! I just got my Kiss Album in and it`s the wrong color.,0
"personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08",1
haha. Okay.  have fun with that. Haha.,2
"Again, I`m stuck in traffic jams ... Somewhat starting to be the same situation every day. That`s sad, really",0
Senior ball was hella fun!!!  good night!!!,2
Watching Ace of Cakes: LOST edition omfgggg,1
not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.,1
finished a whole box of ice cream,1
"going to eat some pasta bake, my favourite food! later going to the flea market  you`re my lilime",2
"Going out to eat with my entourage, probably to Fat E`s since they`re closing tomorrow!   watching a movie with Jimmy tonight, text me....",1
"ANDROID WIDGETS DON'T WORK ANYMORE. clicking on ""done"" circle but nothing updates. Only by restarting the phone, removing and re-adding widget to screen. Uninstalled.",1
The tasks may go missing...,1
"so star trek pretty much rocked my life ... oh wait, it DID rock my life",2
"Great incentive/nudge to be present during the activity/practice of your choice. A gentle way to reinforce mindful habits. If I know my tree is going to die because of lack of time or focus, I either clear more time if possible, schedule the task for a more appropriate time-slot or take a few deep breaths to center to why I chose to do this or is this something I really want to do in the first place. It's like a little promise to yourself before diving in.",2
A good tool to manage and remind me of my tasks,2
woke up from napping  finally got the sleep i needed,2
"NAPLAN testing, tuesday, wednesday & thursday. i`m afraid about the maths one, english ,not so much",0
schade  #tv_addict,1
can`t sleep... havent finish my homework  **** IT !,0
Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.,2
Playing d.j in Ray`s ride! On our way to have some delish sushi,1
what you doing?,1
I have been married 1 year to the most wonderful man,2
no more arrested development. i am sad.,0
Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,0
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",0
I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*,0
So useful,2
Outz wif the BIG BIG BIG HAPPY FAMILY for mommy`s day meal. And Happy Mommy Day to all Mommys out there!,2
"This is such a fun way for chores to be rewarded. My household is full of gamers, and this is a great way to create and maintain habits, as well as track chores on a daily, weekly, or monthly basis. They are great about getting back to users. They have real conversations, and listen to user feedback.",2
4am Hubby`s alarm-song playing was 'Blame it on the Alcohol' Of course I couldn`t get back to sleep after cause thinking of Joe on cruise,0
you should do an # for the safesex topic,1
"Think you should do a tour in England, we dont got to see any aweomse people !!",0
Probably a good app and way to track your new habits but not being able to make a widget without a premium account is ridiculous.,1
"My friend is a massive Beatles fan, and she wasn`t impressed",0
"Hi, I love this app and have been using it for a while now (it is the only 
one that have calendar and to-do fit togheter), the only thing that I would 
add for my needs is the possibility to share with others our activities. 
Even in the paid version seems to not have this feature. Are you guys 
planning to add it on?",2
work is depressing the hell out of me  i want someone to fukin come on holiday with me in august,0
Sunglasses whores   http://twitpic.com/4wtzj,1
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",2
"yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",1
its too sunny for work  !!!,0
"I like what its trying to do and want to use it, but it's missing a few things. To-Do doesn't support formatting AT ALL (mobile or PC), and any formatting you do in Outlook is erased and spacing is messed up. To-Do has the ability to create subtasks but doesn't translate over to Outlook. The To-Do app on PC doesn't allow you to enlarge the task/note window so your forced to type in this little box on the side of the window. PLEASE FIX THESE!!",0
Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.,0
"is up, slightly later than planned... gunna get this essay done 2day!!",1
i hate the dentist....who invented them anyways?,0
I want my real keys back,1
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,2
but I am one in a million,1
HIII!!!!  i`ve missed you  just bored....what about u?,0
I was afraid you were going to say that.,0
i agree with the whole Hollie thing,1
lol - thats 51p less ive got towards the cruise!!,1
is sad that she is not seeing Basshunter at Metroplex this weekend,0
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,0
_0 have you considered cordoning off a corner of the park with beware 'Swine flu' signs might clear it out for you,1
Headed home ... Charlie`s at the vet,1
"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",0
_ I`m so tired I think imma go to bed,0
excellent,2
"Lol  grey skies as far as the eye can see, which is about 20 yards",1
Is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  http://tinyurl.com/r65c68,2
Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,2
What happened?!,1
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,0
Not as good as its old version wunderlist. Especially when you want to upload and download files through this app.,2
That`s ok then....  I accept the slave role...  Your wish is my command...  hahaha,1
"have a nice time, with plenty of dreams",2
"made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.",1
"sorry I missed you . Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone",0
a pleasure Bojan,2
Its good but can work on notifocation panel,2
Just gave my mommy her Mother`s Day present...a purple ipod  http://twitpic.com/4wcpt,2
"A few major issues: 1. The addition of sections in projects is nice, but not useful if they only appear in project view but not filters. 2. The sections cannot be reordered to appear at the top of a list, the can only be at the end of a task list. 3. In filtered view, pulling subtasks out of their parent task or non-completable tasks is ludicrous. Duplicating them like that is silly at best.",1
- wait for the third day!!,1
Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,1
IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT,1
"i guess your cooler than me, tony hawk never replied to me",1
Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,1
"Very good, has power user features as well like defining properties through text and stuff. Haven't tried the collaboration part yet!",2
There you go.,1
(cont) when  told him that I love beans on toast. SO CUTE!,2
"KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",0
I gotta do my assignments tomorrow  OMG mackillop has swine,0
"Confusing, over complicated, and bland looking. The fact that I had to go delete the habits that it had already chosen for me, made it worse",0
Great app and so far no issues using it,1
picture to burn - taylor swift!    great song!,2
Always missing the notifications even when it is not optimized and restricted in background.,0
"Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",1
Honest great app to get you to do the things you wanna get done,2
Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,0
seems like working.. rofl - sadly money is not growing on a tree,0
"we can sail around the world, you and me baby...",1
I need a bear hug  and Im going to camp today!!,1
are you in need of another kiss attack??,1
is off to work,1
"in santa clara a long way from hoe, well not that far. it sure seems like it.",1
totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,1
oh ... you`ve been superseeded?  not good enough,0
_DESIGN allright! Looking forward to it..,2
has a tummy ache.,0
yeah.... and im gonna take ur picture off my ipod baby..,1
"http://twitpic.com/4vgzy - Moving is great, especially if lots of them help.",2
"Great job on the app, for improvements sake - I would make the lists have a font size option, or something where if the 'items' in the to do list are more than a few words, they can look more organized, given that the square resides in the middle of the 'to do item', to me they seem a bit crammed together",1
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",0
"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",1
wow i must have been tired. i fell asleep @ exactly the start of the 10pm news & now up as if its 8am.,0
Its a good app! I honestly dont mind that you need to have premium to get the themes. As long as there are no ads im fine! I just wish you could create a widget that you can see on your home screen. That would be so convenient!,2
"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",2
It's awesome!,2
Looks like I got a defective MacBook,0
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,2
don`t see the link on my web interface,1
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",2
taking stars off because no swipe options. that's just so bad sorry to see that. get back to your previous designs please,1
Not paying $3 a month for something my calendar can do,0
lol cute.  BTW Happy Mother`s Day lady,2
"We just crossed into the golden state, its nice being home",2
"Hahaha  yes dey dooo, BOSTON Legal  tha fat old man is funny, tha one that was naked ina pink gown Lol",1
mufasa!!!! warriors or the OCEAN!  hahahahahaha,2
US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders,0
_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!,0
"Gettin some fuel, too bad no one is reading this!",0
Aftre update not run property please!! Fix it!! 😠😠😠😠😠,0
"It is a very nice app,it remixes you and you will never miss any task,it reminds you with alarm or notification, it really helped me.",2
Yeah eCpm is going UP and down badly - hope things improve,1
"HAHA Amen! Im sooo **** hungry... And I hate knowing my weekends gonna be ****, when its supposed to be great",0
happy birthday corey!!,2
saying goodbye to  for a year  she`s been awesome in helping me fit into the team at Veritas!,2
"Love it, it works! I would like to have had it transfer my habits to the new phone but the backup folder didn't work. So I had to do them all over again. overall love it though.",2
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",0
is excited. Lots of good things happening work-wise here in Melbourne,2
homework,1
Vy useful to hv,2
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,1
"-i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area",1
"- I`m alright thanks pal, just bored witless, bored to hell, really wanna` go out somewhere!",0
straightening my hair,1
at f***** work  .... want somebody to come ???,0
"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",2
One interlock down one to go,1
"Great , but why I'm able to open and prolong operate any app immediately after assigning timer . Then after using 3 to 4 apps, "" forest "" gets to know that I'm using other apps and reminds me about my distraction....... So late!! Please fix this problem otherwise it's a great application for Controling phone distraction.",1
is is listening to Heart Ain`t Brain by Chris Brown.  http://plurk.com/p/x2bp2,1
"Decent app. Would try premium, but not going to pay yearly, almost $50 for it. Offer a monthly plan and I might try it.",1
Well best of luck,2
"Love it and it's good start to build on! But there appears to be syncing issues between calendars no matter how many times I refresh. I'm going to give it time before I give up on it. I'm big on my Happy Planner and would totally ditch it for this if it had similar features, such as a budget planner one could add. I wouldn't use most of the stickers, which is unfortunate because I love my stickers in my planners. Overall....good start?",0
so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,2
cool i wear black most of the time when i go out,1
sad day!!!!! Love you Maï¿½ (8 years ago!),1
"yes, actually, I am. When I`m home, moms does the laundry & I do the babysitting. She broke something that didn`t need 2 b fixed",1
"I wanted to play with it for a few minutes before putting in my payment info. I realize I can cancel, but would prefer to do a quick test first. I",1
Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,0
Nice looking clear presentation of the calendar,2
size should be more large...nd alarm needed,1
"I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",0
"going to work, it`s 3:30am",1
http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,2
"Oh, and Happy Judd Day haha  #juddday",2
"Gotta sleep, and then off to work",1
has potential but the interface isnt user friendly at all,1
"Excellent with a single exception. I've used Todoist for about 5 years and it's the best app in its class- the free version outperforms other paid apps in my experience. The one thing holding it back for me is the home screen widget. On my phone it struggles to load, lags, is unresponsive, won't select tasks properly,, the list may well go on- in short there are so many things which sometimes break, it rarely works. This is fundamental. 5 stars if fixed. Til then, it's a reluctant 3.",1
"You have to pay to pay monthly sync across devices, it should be a one time cost. Edit - You know what streve, I was greedy, everthing else is free. but interdevice sync is a standard in most apps, so the lack of the option is a real down side and now I have to switch app, and it's not that I'm not willing to pay. I just want it to be a one time cost and I still won't pay the price for your years subscription even if it was for a lifetime of use. So I'll give you 4 stars but leave the app.",2
I was supppeerrrr exited about the app and it was really good but one of my alarms I set wouldn't turn off unless I deleted the app.,2
OMG that`s really good i want to see the photos! have a nice day,2
FRUITY PEBBLES?! What? Over Lucky Charms,1
false alarm on the house,1
wow.???? ??????,1
Daddy just left.................without me  http://yfrog.com/13pdrmj,0
"Love this app, has really helped with sorting out school, work, fitness, and study time into my schedule.  Only reason it isn't a 5 star is the lack of a watch face for my Galaxy watch.",2
"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",2
Shopped til i dropped....come bac sunshine i miss u,0
"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",0
bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  & hopefully getting ears pierced again in a few weeks XD,2
Upgraded and lost all my tasks from previous version ... very disappointed!!!,0
"did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",0
NW Macedonia: Few rainy days in a row.,1
"So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",0
Welcome home!  Glad you made it home safe!,2
"It consumes too much (1/3 of the) battery, otherwise it is great.",1
Love to but can`t swing the 11 am  I would more than likely do an evening tweetup in the future!,2
I love Google`s Mothers day theme  http://tr.im/jtl8,2
is going to sleep then on a bike ride:],2
I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom?  Can`t wait for preprom!!!!,2
MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,1
_dayne OMG!!! Yr like a goddess to me. Prove yr love & love will lead u back are 2 of my fav old skool tracks  x,2
Scary guy on colbert...,0
Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,1
My camera is brokennn,1
Yes... today is Star Wars Day!    May the 4th be with you!,2
"Thanks, the more, the merrier",2
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,0
"I have been using this app ever since I switched to an Android phone 5-6 years ago, and I have liked it for the most part. However, the recent addition of the ""focus"" button in the pop-up reminder bar is annoying. Focus is only available in the premium version and there's no way to turn it off. Time to shop for a new to-do list app.",1
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",0
you okay bby?,1
is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM,0
"I`m still recouperating from the holiday weekend, wow, I`ve never been sunburnt before, this really hurts",1
"The whole point of a to do list is to remind you to get things done with the help of a numeric badge count. Since they can't be bothered to add this feature, the app, is useless to me. You just loss a potential lifetime user who would have even paid a subscription to have that one feature. Other apps can offer badge counts through launchers such as Evie. Don't give me the excuse that Android is not developing this feature.",0
sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,0
"Oh, these are all from www.overheardinlondon.co.uk The others were from the New York version.",1
"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined",0
says Happy Mother`s Day to all the Moms out there.,2
No month view?? How hard is it to find a decent calendar with a whole month view,0
Just got to the gym but w/no energy,1
"Paid for premium so I could sync between devices, but it doesn't work and customer service will not respond to my inquiries.",0
just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!,2
"haha, dork  was it good, then?",1
my new phrase is `you never doubt mo williams`   six game win streak!,1
"Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",2
Great app but pricing is too high for premium,1
"Literally, I am blessed to know Todoist♥️",2
"This is a great app for anybody needing some extra motivation or a way to organize their life. I've had some trouble editing or deleting reoccurring tasks, but this may be a device issue, I'm not sure.",2
Love the unique accordion thief buffs - thank you!,2
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",1
The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,2
Greg back in the top 10. This is why I love Nascar.,2
"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",1
Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,1
Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,2
unusual for them,1
The app does not let me create a widget despite the fact that I have logged in ☹️,1
and within a short time of the last clue all of them,1
Issues with notifications and reminders,0
aww i hope it does fly by because JT episodes are usually really good (and it`s early but so far this ep hassn`t disappointed),2
I`m hungry. And single.  heading to the golfing range soon.,0
"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",1
going to church  god bless you all.,2
"Bringing my kitty to the vet tomorrow, I think she`s got a tapeworm.",1
lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and hers,1
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,1
Amazing.  Thereby proving we cannot believe anything we see,2
She didn`t make the challenge,1
"I purchased the paid version and I'm sort of disappointed. Every time I enter a task it adds the first letter of the first word over again so I have to change it each time (i.e. it will autocorrect to EEvery instead of Every). It is also kind of laggy. It could be a great app, but not as is.",1
Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,1
"ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: ****",2
I agree about the redesigned Q13 site! Looks great on computer & phone.,2
I hate apps that try to trick you into subscribing. Be transparent about the conditions of use. For that alone I uninstalled this app straight away.,0
ping pong tomorrow,1
...love and wanted to share with my followers. feeling inspirational. ive had a long day.,2
"Every now and then appears to disconnect from certain calendars. Support didn't have an answer. Otherwise, I love it.",1
I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,2
can u add ur link. I can`t find u on YouTube.,1
Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.,0
Don`t count on it,0
i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak,1
Is watching Bruce almighty,1
who can do it like we? Noboddddyyyy,1
"not this part, unfortunately.",0
"We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",2
"ok, back to the dentist today. All I want to do is bask in the sun",2
what?! i just missed home + away! nooooooooo,0
"Does not support advanced repetition like ""every last Friday""",1
It`s called a RipStick.  When I had a job I sold a lot of those...,1
yeah,1
New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,1
Had a brill night out with the girls - met terry christian at tv21! He was really lovely. Home to berocca and toast,2
my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea,2
"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",2
the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,0
im gone miss ya`ll Lol.don laugh im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!,0
"Oh, awesome, I have Yahooo!  Good night, sleep tight, don`t let the bed bugs bite!",2
happy birthday to,2
omg himym! one of the best shows on earth,2
"me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",1
So Palin got the new haircut,1
i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,1
hey hunnie  how are u?? I miss talkin to u! Ty for the follow,1
I just need notification  tone more than these and much more long,2
Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu,1
is surfin`..,1
"Real hassle to set up with synchronization with others. I cannot work out what the small red number on the icon relates to and cannot get rid of it, with wunderlist it related to completed tasks and once these were viewed the number disappeared. I much preferred wunderlist which worked fine. Why won't Microsoft leave well alone? I do not need this app to run my life, just keep lists which can be mine or shared.",0
"one of my favorite, most relaxing songs to wake up to: http://tinyurl.com/c8fr3e Good morning.",2
i agree with you!,2
This app description doesn't tell you this is NOT free. You get a free trial then pay about $15 a month. There's plenty of truly free apps that work just as good or better. Uninstalling!!,1
"need ui refresh though,  widgets need to show text on a month view,  theming... etc",1
"This app has been very helpful in the past. I haven't enjoyed the most recent update, though. Hence the 3 stars. If I close the forest app so it's not an open tab, it doesn't send me back to the forest anymore. I haven't changed any permissions, it's all exactly the same. It allows me to bypass the system, which isn't helpful at ALL. Please figure it out with the next update. I would like my forest app back",1
awwww how cute its a pUG,2
fun on facebook.,2
"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",1
is wondering where all her friends went...,1
fun in the sun hmmm hell no it`s cold,1
"same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",2
headache  wanna see my Julie,0
hahahaha where is that train? I want on! That should be a wild ride,2
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",0
Worst app dont install,0
Aww Thanks!    Glad I appreciated the weather so much yesterday!,2
of course LOL about to eat more,1
I want to talk with but the calls are so expensive  I LOVE YOU,1
"Good app it helps me be motivated without hesitation nor procastination. Thank you HabitNow!!!! Your love, Aliff",2
Good morning scary world!,0
unfortunately noy   my life suck this year.,0
Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,0
i just woke up and remembered theres no school!!! life is good  xxxxxx,2
I do not understand how I will add events. I tried adding events but it only shows up in my calendar not at the sectograph. It seems to be useful but I need to know how to make it work.,1
i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,1
Foto!,1
"And, yes. I <3 mac, if only it weren`t so expensive",1
Got Firefox working again. Now I just have to get back all of my bookmarks...,1
lol i like challenges  the more impossible the more i want to try!,2
still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,0
"Beers & whiskey = awesomness, work in 8 hours = sourness",1
practical and easy to use,1
"Sharing didn't work, there's a permanent notification and everything is premium option, even the theme!",0
"Hey, hey, happy mother`s day!  http://plurk.com/p/svwii",2
"I also think that I`m talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",0
"I used to have 5 stars, but then the layout changed and I find it incredibly difficult to organise. I'll go so far as saying I hate it, it's just soo much. I want to have a separate view for each day not an endless scroll like some facebook timeline.",1
who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist,1
